Date and time, water level (m ODN), flag, HW=1 or LW=0
01/01/1974 04:26:00,  1.6100,1
01/01/1974 10:39:00, -1.9500,0
01/01/1974 16:53:00,  1.5400,1
01/01/1974 22:56:00, -1.6500,0
02/01/1974 05:14:00,  1.6400,1
02/01/1974 11:25:00, -1.5800,0
02/01/1974 17:41:00,  1.4500,1
02/01/1974 23:43:00, -1.4700,0
03/01/1974 06:04:00,  1.5300,1
03/01/1974 12:30:00, -1.5900,0
03/01/1974 18:52:00,  1.5700,1
04/01/1974 00:59:00, -1.3000,0
04/01/1974 07:15:00,  1.6200,1
04/01/1974 13:58:00, -1.4900,0
04/01/1974 20:00:00,  1.5300,1
05/01/1974 02:30:00, -1.5800,0
05/01/1974 08:27:00,  1.2400,1
05/01/1974 15:20:00, -1.9700,0
05/01/1974 21:04:00,  1.6000,1
06/01/1974 03:27:00, -1.6000,0
06/01/1974 09:30:00,  2.2000,1
06/01/1974 16:21:00, -1.6100,0
06/01/1974 22:24:00,  2.0900,1
07/01/1974 04:38:00, -1.9400,0
07/01/1974 10:45:00,  2.1200,1
07/01/1974 17:10:00, -2.1300,0
07/01/1974 23:10:00,  2.1200,1
08/01/1974 05:42:00, -2.1300,0
08/01/1974 11:47:00,  2.5000,1
08/01/1974 18:30:00, -2.1300,0
09/01/1974 00:14:00,  1.7700,1
09/01/1974 06:32:00, -2.5200,0
09/01/1974 12:39:00,  2.6700,1
09/01/1974 18:45:00, -2.0000,0
10/01/1974 00:58:00,  2.7200,1
10/01/1974 07:29:00, -2.3500,0
10/01/1974 13:28:00,  2.5700,1
10/01/1974 20:04:00, -2.5500,0
11/01/1974 01:45:00,  1.6400,1
11/01/1974 08:15:00, -6.5800,0
11/01/1974 14:25:00,  2.7400,1
11/01/1974 20:30:00, -1.6700,0
12/01/1974 02:20:00,  2.8800,1
12/01/1974 09:13:00, -2.3600,0
12/01/1974 14:50:00,  2.2200,1
12/01/1974 21:25:00, -2.6600,0
13/01/1974 03:34:00,  2.5100,1
13/01/1974 09:34:00, -1.8900,0
13/01/1974 15:23:00,  2.5200,1
13/01/1974 22:08:00, -1.9600,0
14/01/1974 04:03:00,  2.3200,1
14/01/1974 10:32:00, -2.1800,0
14/01/1974 16:37:00,  2.2500,1
14/01/1974 22:26:00, -1.9100,0
15/01/1974 04:45:00,  1.9700,1
15/01/1974 11:06:00, -1.9800,0
15/01/1974 17:16:00,  2.3100,1
15/01/1974 23:40:00, -1.4300,0
16/01/1974 05:57:00,  2.2100,1
21/01/1974 13:42:00,  2.1200,1
21/01/1974 19:30:00, -2.0600,0
22/01/1974 01:35:00,  2.2200,1
22/01/1974 08:00:00, -2.2800,0
22/01/1974 14:10:00,  2.0000,1
22/01/1974 20:23:00, -2.2800,0
23/01/1974 02:18:00,  1.8600,1
23/01/1974 08:30:00, -2.3800,0
23/01/1974 14:35:00,  2.4700,1
23/01/1974 20:29:00, -1.7700,0
24/01/1974 02:30:00,  2.0900,1
24/01/1974 09:40:00, -2.6800,0
25/01/1974 19:27:00, -1.9800,0
26/01/1974 01:30:00,  2.2900,1
26/01/1974 08:00:00, -2.2000,0
26/01/1974 14:04:00,  2.0700,1
26/01/1974 20:18:00, -2.2300,0
27/01/1974 02:15:00,  1.9200,1
27/01/1974 08:27:00, -2.3200,0
27/01/1974 14:30:00,  2.5500,1
27/01/1974 20:27:00, -1.7100,0
28/01/1974 02:23:00,  2.1600,1
28/01/1974 09:30:00, -2.5900,0
28/01/1974 15:05:00,  1.4500,1
28/01/1974 21:08:00, -2.4300,0
29/01/1974 03:15:00,  2.1200,1
29/01/1974 09:24:00, -1.9500,0
29/01/1974 15:30:00,  2.5200,1
29/01/1974 21:42:00, -1.3800,0
30/01/1974 03:10:00,  1.8200,1
30/01/1974 10:45:00, -2.3800,0
30/01/1974 16:20:00,  1.2000,1
30/01/1974 22:06:00, -1.9800,0
31/01/1974 04:07:00,  1.8400,1
31/01/1974 10:35:00, -1.6300,0
31/01/1974 16:45:00,  2.0300,1
31/01/1974 23:07:00, -1.2800,0
01/02/1974 04:58:00,  2.0300,1
01/02/1974 11:49:00, -1.5400,0
01/02/1974 18:00:00,  1.4300,1
02/02/1974 00:05:00, -1.4600,0
02/02/1974 06:10:00,  1.4200,1
02/02/1974 13:35:00, -1.7300,0
02/02/1974 19:24:00,  1.3200,1
03/02/1974 01:45:00, -1.4900,0
03/02/1974 07:46:00,  1.6900,1
03/02/1974 14:32:00, -1.4700,0
03/02/1974 20:42:00,  1.8300,1
04/02/1974 03:18:00, -1.6300,0
04/02/1974 09:20:00,  1.9200,1
04/02/1974 16:00:00, -1.7600,0
18/02/1974 16:00:00, -1.4800,0
18/02/1974 22:13:00,  1.6200,1
19/02/1974 04:30:00, -1.7300,0
19/02/1974 10:49:00,  2.0200,1
19/02/1974 16:34:00, -1.3800,0
19/02/1974 22:59:00,  1.8200,1
20/02/1974 05:10:00, -1.9800,0
20/02/1974 11:34:00,  1.8500,1
20/02/1974 17:20:00, -2.0000,0
20/02/1974 23:35:00,  1.7300,1
21/02/1974 05:40:00, -2.1100,0
21/02/1974 11:56:00,  2.2100,1
21/02/1974 17:55:00, -1.9000,0
22/02/1974 00:08:00,  2.2200,1
22/02/1974 06:30:00, -2.2800,0
22/02/1974 12:36:00,  2.2300,1
22/02/1974 18:19:00, -1.7300,0
23/02/1974 00:30:00,  2.5200,1
23/02/1974 06:53:00, -2.0300,0
23/02/1974 13:08:00,  2.3700,1
23/02/1974 19:00:00, -1.9800,0
24/02/1974 01:15:00,  2.2200,1
24/02/1974 07:30:00, -2.4800,0
24/02/1974 13:39:00,  2.1200,1
24/02/1974 19:30:00, -2.3300,0
25/02/1974 01:52:00,  2.2200,1
25/02/1974 08:00:00, -2.3900,0
25/02/1974 14:14:00,  2.2200,1
25/02/1974 20:01:00, -2.1800,0
26/02/1974 02:18:00,  2.2200,1
26/02/1974 08:30:00, -2.4500,0
26/02/1974 14:40:00,  2.0200,1
26/02/1974 20:30:00, -2.1800,0
27/02/1974 02:55:00,  2.0500,1
27/02/1974 09:00:00, -2.2800,0
27/02/1974 15:17:00,  1.8700,1
27/02/1974 21:10:00, -2.1900,0
28/02/1974 03:19:00,  1.9200,1
28/02/1974 09:45:00, -2.3300,0
28/02/1974 16:02:00,  1.6200,1
28/02/1974 22:00:00, -2.1700,0
01/03/1974 04:04:00,  1.5300,1
01/03/1974 10:34:00, -2.1000,0
01/03/1974 16:40:00,  1.5000,1
01/03/1974 22:50:00, -1.7800,0
02/03/1974 05:01:00,  1.7300,1
02/03/1974 11:13:00, -1.6600,0
02/03/1974 17:45:00,  1.6200,1
02/03/1974 23:48:00, -1.4800,0
03/03/1974 06:10:00,  1.7100,1
03/03/1974 12:33:00, -1.3800,0
03/03/1974 19:00:00,  1.4200,1
04/03/1974 01:32:00, -1.6000,0
04/03/1974 07:53:00,  1.5400,1
04/03/1974 14:17:00, -1.5600,0
04/03/1974 20:30:00,  1.5300,1
05/03/1974 03:05:00, -1.8800,0
05/03/1974 09:20:00,  1.8100,1
05/03/1974 15:30:00, -1.8600,0
05/03/1974 22:00:00,  1.7400,1
06/03/1974 04:20:00, -2.2800,0
06/03/1974 10:30:00,  2.0700,1
06/03/1974 16:40:00, -2.0700,0
06/03/1974 22:54:00,  1.9000,1
07/03/1974 05:20:00, -2.6000,0
07/03/1974 11:30:00,  2.1400,1
07/03/1974 17:30:00, -2.1800,0
07/03/1974 23:25:00,  2.2200,1
08/03/1974 06:05:00, -2.7100,0
08/03/1974 12:17:00,  2.3700,1
08/03/1974 18:06:00, -2.2300,0
09/03/1974 00:15:00,  2.4300,1
09/03/1974 06:45:00, -2.6800,0
09/03/1974 12:48:00,  2.5500,1
09/03/1974 18:50:00, -2.3300,0
10/03/1974 01:10:00,  2.6200,1
10/03/1974 07:21:00, -2.6300,0
10/03/1974 13:30:00,  2.4700,1
10/03/1974 19:30:00, -2.4800,0
11/03/1974 01:45:00,  2.4200,1
11/03/1974 08:07:00, -2.7100,0
11/03/1974 14:10:00,  2.3000,1
11/03/1974 20:15:00, -2.4800,0
12/03/1974 02:20:00,  2.3200,1
12/03/1974 08:42:00, -2.5600,0
12/03/1974 14:45:00,  2.1900,1
12/03/1974 20:50:00, -2.2900,0
13/03/1974 03:00:00,  2.2900,1
13/03/1974 09:17:00, -2.2700,0
13/03/1974 15:26:00,  2.0300,1
13/03/1974 21:29:00, -2.1500,0
14/03/1974 03:40:00,  2.0700,1
14/03/1974 09:47:00, -1.9700,0
14/03/1974 16:00:00,  1.9300,1
14/03/1974 22:11:00, -1.8300,0
15/03/1974 04:22:00,  1.7500,1
15/03/1974 10:30:00, -1.8300,0
15/03/1974 16:30:00,  1.2200,1
15/03/1974 22:50:00, -1.8800,0
16/03/1974 05:06:00,  1.5200,1
16/03/1974 11:17:00, -1.2300,0
16/03/1974 17:33:00,  1.6200,1
16/03/1974 23:35:00, -1.1200,0
17/03/1974 06:03:00,  1.5000,1
17/03/1974 13:00:00, -1.0800,0
17/03/1974 18:58:00,  1.3000,1
18/03/1974 01:25:00, -1.1800,0
18/03/1974 07:45:00,  1.6400,1
18/03/1974 13:42:00, -0.6300,0
18/03/1974 20:03:00,  1.6200,1
19/03/1974 03:03:00, -1.2500,0
19/03/1974 09:05:00,  1.7700,1
19/03/1974 15:25:00, -1.2800,0
19/03/1974 21:30:00,  1.5200,1
20/03/1974 04:00:00, -1.5700,0
20/03/1974 10:15:00,  1.8200,1
20/03/1974 16:15:00, -1.4100,0
20/03/1974 22:32:00,  1.8100,1
21/03/1974 04:52:00, -1.9100,0
21/03/1974 10:55:00,  1.9600,1
21/03/1974 16:55:00, -1.8000,0
21/03/1974 23:00:00,  1.8200,1
